Estimations_SA1_h8_R100_  1,Estimations_SA1_h8_R100_  2,Estimations_SA1_h8_R100_  3,Estimations_SA1_h8_R100_  4,Estimations_SA1_h8_R100_  5,Estimations_SA1_h8_R100_  6,Estimations_SA1_h8_R100_  7,Estimations_SA1_h8_R100_  8,Estimations_SA1_h8_R100_  9,Estimations_SA1_h8_R100_ 10,Estimations_SA1_h8_R100_ 11,Estimations_SA1_h8_R100_ 12,Estimations_SA1_h8_R100_ 13,Estimations_SA1_h8_R100_ 14,Estimations_SA1_h8_R100_ 15,Estimations_SA1_h8_R100_ 16,Estimations_SA1_h8_R100_ 17,Estimations_SA1_h8_R100_ 18,Estimations_SA1_h8_R100_ 19,Estimations_SA1_h8_R100_ 20,Estimations_SA1_h8_R100_ 21,Estimations_SA1_h8_R100_ 22,Estimations_SA1_h8_R100_ 23,Estimations_SA1_h8_R100_ 24,Estimations_SA1_h8_R100_ 25,Estimations_SA1_h8_R100_ 26,Estimations_SA1_h8_R100_ 27,Estimations_SA1_h8_R100_ 28,Estimations_SA1_h8_R100_ 29,Estimations_SA1_h8_R100_ 30,Estimations_SA1_h8_R100_ 31,Estimations_SA1_h8_R100_ 32,Estimations_SA1_h8_R100_ 33,Estimations_SA1_h8_R100_ 34,Estimations_SA1_h8_R100_ 35,Estimations_SA1_h8_R100_ 36,Estimations_SA1_h8_R100_ 37,Estimations_SA1_h8_R100_ 38,Estimations_SA1_h8_R100_ 39,Estimations_SA1_h8_R100_ 40,Estimations_SA1_h8_R100_ 41,Estimations_SA1_h8_R100_ 42,Estimations_SA1_h8_R100_ 43,Estimations_SA1_h8_R100_ 44,Estimations_SA1_h8_R100_ 45,Estimations_SA1_h8_R100_ 46,Estimations_SA1_h8_R100_ 47,Estimations_SA1_h8_R100_ 48,Estimations_SA1_h8_R100_ 49,Estimations_SA1_h8_R100_ 50,Estimations_SA1_h8_R100_ 51,Estimations_SA1_h8_R100_ 52,Estimations_SA1_h8_R100_ 53,Estimations_SA1_h8_R100_ 54,Estimations_SA1_h8_R100_ 55,Estimations_SA1_h8_R100_ 56,Estimations_SA1_h8_R100_ 57,Estimations_SA1_h8_R100_ 58,Estimations_SA1_h8_R100_ 59,Estimations_SA1_h8_R100_ 60,Estimations_SA1_h8_R100_ 61,Estimations_SA1_h8_R100_ 62,Estimations_SA1_h8_R100_ 63,Estimations_SA1_h8_R100_ 64,Estimations_SA1_h8_R100_ 65,Estimations_SA1_h8_R100_ 66,Estimations_SA1_h8_R100_ 67,Estimations_SA1_h8_R100_ 68,Estimations_SA1_h8_R100_ 69,Estimations_SA1_h8_R100_ 70,Estimations_SA1_h8_R100_ 71,Estimations_SA1_h8_R100_ 72,Estimations_SA1_h8_R100_ 73,Estimations_SA1_h8_R100_ 74,Estimations_SA1_h8_R100_ 75,Estimations_SA1_h8_R100_ 76,Estimations_SA1_h8_R100_ 77,Estimations_SA1_h8_R100_ 78,Estimations_SA1_h8_R100_ 79,Estimations_SA1_h8_R100_ 80,Estimations_SA1_h8_R100_ 81,Estimations_SA1_h8_R100_ 82,Estimations_SA1_h8_R100_ 83,Estimations_SA1_h8_R100_ 84,Estimations_SA1_h8_R100_ 85,Estimations_SA1_h8_R100_ 86,Estimations_SA1_h8_R100_ 87,Estimations_SA1_h8_R100_ 88,Estimations_SA1_h8_R100_ 89,Estimations_SA1_h8_R100_ 90,Estimations_SA1_h8_R100_ 91,Estimations_SA1_h8_R100_ 92,Estimations_SA1_h8_R100_ 93,Estimations_SA1_h8_R100_ 94,Estimations_SA1_h8_R100_ 95,Estimations_SA1_h8_R100_ 96,Estimations_SA1_h8_R100_ 97,Estimations_SA1_h8_R100_ 98,Estimations_SA1_h8_R100_ 99,Estimations_SA1_h8_R100_100,Estimations_SA1_h8_R100_101
28297,26391,28094,25623,27899,28368,26099,28310,28344,28929,27470,29036,26744,26895,31246,25458,29338,31319,28008,26404,27853,26693,29015,26508,26771,30618,27743,27417,28247,27053,24850,25299,26664,26403,29234,27799,25733,27450,33425,27589,28461,27785,27719,28635,28690,28304,29432,27740,28607,26687,31203,26804,29173,26465,26858,29290,27711,28915,26390,26305,29508,29017,26832,26340,28454,29248,27883,25834,26839,24766,32748,29047,25116,26117,31117,31971,25680,28743,26130,27309,30259,26761,29910,25235,28024,29116,27412,30041,29295,32713,29092,26653,26883,26117,25320,26017,27723,26530,29226,25336,28467
28322,26399,28184,25687,27988,28468,26138,28318,28492,29000,27584,29073,26759,26926,31292,25469,29454,31486,28071,26468,27903,26719,29060,26548,26803,30644,27834,27458,28277,27054,24996,25319,26693,26492,29333,27898,25754,27550,33431,27608,28472,27811,27867,28913,28716,28409,29496,27803,28826,26697,31339,26837,29205,26476,26876,29305,27851,29004,26396,26378,29576,29099,26913,26347,28485,29268,27938,25859,26854,24780,32763,29049,25168,26117,31119,32117,25914,28808,26202,27315,30299,26780,29929,25278,28084,29133,27517,30119,29421,32779,29097,26733,26906,26117,25330,26017,27864,26591,29376,25430,28479
28334,26436,28196,25748,28041,28538,26201,28357,28612,29020,27738,29078,26761,26970,31320,25524,29605,31595,28120,26490,27944,26813,29064,26567,26852,30684,27889,27466,28293,27117,25137,25325,26720,26529,29404,28040,25812,27638,33461,27616,28484,27837,27955,29095,28754,28419,29515,27885,28986,26732,31456,26937,29210,26552,26919,29332,28018,29047,26439,26506,29660,29169,26936,26366,28487,29359,28012,25893,26865,24962,32804,29096,25196,26139,31126,32224,26068,28871,26250,27521,30362,26917,29947,25301,28111,29161,27526,30132,29512,32785,29137,26773,26927,26126,25385,26054,27970,26614,29437,25466,28501
28386,26491,28199,25817,28067,28583,26322,28435,28704,29078,27875,29095,26807,26998,31377,25635,29744,31689,28156,26499,27949,26963,29065,26587,26899,30736,27921,27474,28310,27194,25256,25368,26727,26538,29406,28198,25826,27728,33517,27633,28509,27891,28015,29187,28837,28450,29527,27901,29121,26771,31576,26983,29269,26613,26948,29405,28092,29053,26509,26593,29736,29227,26949,26446,28503,29435,28087,25976,26865,25100,32828,29157,25246,26140,31138,32390,26184,28890,26265,27666,30397,27064,30315,25393,28118,29171,27547,30136,29772,32858,29198,26774,26959,26208,25390,26088,28059,26619,29489,25682,28580
28510,26539,28223,25851,28094,28596,26339,28516,28802,29266,28003,29127,26876,27031,31401,25770,29868,31765,28197,26523,27997,27025,29076,26620,26906,30757,27990,27515,28420,27225,25359,25444,26751,26555,29498,28349,25852,27732,33568,27664,28560,28036,28071,29207,28866,28481,29590,27968,29396,26811,31676,27015,29358,26696,27008,29442,28093,29077,26593,26644,29775,29274,26991,26539,28535,29569,28151,26092,26892,25141,32829,29195,25337,26181,31161,32506,26231,28914,26283,27745,30444,27119,30506,25425,28131,29180,27616,30147,29968,32944,29283,26805,26961,26229,25458,26130,28082,26667,29533,25770,28673
28582,26575,28258,25897,28176,28636,26379,28609,28891,29360,28112,29243,26954,27050,31435,25896,30172,31790,28227,26553,28075,27030,29157,26646,26974,30760,28002,27623,28493,27254,25442,25536,26773,26621,29596,28421,25892,27799,33597,27765,28565,28173,28162,29255,28879,28540,29601,28043,29550,26828,31742,27043,29410,26763,27100,29464,28138,29140,26631,26712,29818,29344,27040,26646,28545,29691,28198,26185,26912,25145,32862,29210,25500,26221,31172,32602,26269,28971,26298,27803,30513,27122,30618,25466,28141,29402,27744,30221,30037,33040,29314,26876,26974,26275,25479,26141,28147,26723,29549,25834,28697
28666,26676,28341,26014,28243,28668,26457,28628,29050,29435,28263,29467,26997,27052,31455,26013,30340,31795,28483,26697,28163,27117,29229,26678,26999,30789,28031,27656,28545,27352,25518,25614,26789,26695,29671,28458,25928,27908,33600,27832,28600,28248,28268,29266,28938,28610,29612,28108,29555,26855,31759,27155,29474,26878,27186,29471,28156,29179,26637,26784,29914,29436,27104,26718,28576,29783,28234,26260,26946,25159,32893,29235,25580,26273,31186,32681,26334,29055,26313,27908,30618,27129,30713,25553,28151,29517,27907,30310,30049,33092,29324,26916,27041,26361,25535,26144,28200,26724,29549,25893,28925
28677,26835,28460,26062,28298,28705,26499,28650,29207,29474,28414,29560,27036,27069,31497,26117,30466,31798,28695,26779,28256,27259,29334,26687,26999,30814,28116,27676,28587,27431,25941,25696,26849,26719,29710,28519,26049,27986,33674,27886,28611,28255,28359,29285,28944,28705,29640,28199,29556,26859,31778,27305,29556,26897,27284,29479,28212,29225,26695,26844,30004,29557,27160,26819,28596,29863,28321,26307,27015,25159,32958,29292,25582,26306,31190,32757,26426,29135,26330,27955,30778,27170,30854,25612,28185,29655,27989,30392,30055,33120,29376,26953,27151,26410,25590,26166,28251,26734,29612,25931,29130
28739,27062,28559,26081,28415,28746,26519,28702,29361,29482,28587,29619,27145,27216,31541,26234,30490,31808,28811,26805,28346,27350,29460,26751,27044,30927,28164,27686,28622,27501,26208,25801,26903,26749,29720,28608,26217,28014,33697,27888,28628,28302,28409,29327,29000,28849,29661,28373,29607,26877,31787,27433,29563,26928,27327,29509,28253,29228,26770,26853,30136,29677,27213,26934,28615,29908,28417,26331,27312,25200,33030,29298,25620,26454,31232,32849,26574,29161,26420,28061,30965,27266,31025,25648,28222,29759,28034,30411,30081,33125,29462,26979,27299,26460,25600,26221,28277,26905,29697,26020,29278
28808,27244,28647,26088,28508,28750,26538,28739,29493,29493,28654,29652,27230,27315,31601,26312,30632,31887,28850,26815,28452,27431,29514,26768,27076,31083,28205,27692,28646,27539,26298,25962,26923,26749,29744,28691,26356,28122,33707,27966,28649,28346,28468,29331,29020,28911,29701,28550,29670,26901,31814,27589,29586,26933,27384,29559,28264,29410,26873,26906,30200,29832,27226,27047,28638,30010,28485,26363,27529,25276,33120,29353,25683,26598,31234,32916,26622,29166,26499,28322,31072,27395,31147,25675,28288,29916,28050,30463,30126,33155,29544,26989,27449,26494,25684,26294,28322,26974,29790,26218,29318
28884,27380,28681,26456,28529,28780,26540,28820,29516,29495,28664,29683,27231,27327,31626,26405,30774,31979,28863,26831,28551,27440,29536,26824,27109,31228,28216,27755,28689,27568,26305,26189,26974,26758,29761,28765,26458,28265,33712,27998,28652,28394,28562,29368,29108,28915,29724,28659,29682,26927,31823,27727,29604,26952,27399,29576,28332,29441,26914,26996,30396,29941,27297,27129,28700,30119,28493,26379,27657,25281,33230,29402,25720,26621,31242,32953,26836,29239,26521,28489,31158,27545,31175,25730,28302,30027,28070,30550,30224,33167,29596,27039,27513,26512,25802,26368,28358,26978,29873,26234,29342
28985,27572,28744,26717,28576,28808,26562,28890,29532,29524,28719,29701,27278,27382,31681,26415,30883,32041,28919,26836,28765,27483,29562,26850,27176,31281,28246,27828,28703,27616,26387,26363,27031,26833,29805,28807,26617,28375,33786,28022,28718,28487,28664,29425,29190,28950,29788,28700,29691,26963,31851,27921,29637,26987,27424,29577,28378,29445,27038,27025,30526,30120,27373,27209,28839,30209,28514,26407,27685,25403,33371,29486,25805,26682,31251,32983,26990,29312,26577,28530,31163,27709,31177,25774,28321,30163,28086,30556,30276,33235,29641,27102,27570,26580,25896,26452,28610,26979,29888,26251,29346
29230,27669,28958,26846,28578,28901,26636,28938,29541,29576,28767,29724,27344,27472,31726,26442,30949,32151,28961,27131,28958,27584,29613,26993,27297,31292,28511,27971,28705,27673,26457,26439,27061,26966,29809,28829,26759,28475,33890,28042,28743,28517,28754,29448,29280,29087,29841,28723,29691,27014,31855,28116,29712,27093,27452,29621,28438,29533,27145,27038,30561,30349,27401,27249,29023,30320,28563,26420,27729,25592,33579,29567,25871,26765,31299,33092,27036,29429,26609,28552,31170,27817,31204,25946,28355,30290,28312,30590,30343,33287,29696,27204,27625,26592,26025,26633,28754,26984,29925,26268,29355
29419,27679,29170,26925,28606,28968,26806,28940,29546,29586,28778,29741,27362,27540,31799,26500,31065,32263,29046,27323,29085,27661,29670,27251,27373,31318,28644,28087,28750,27685,26495,26465,27107,27085,29814,28843,26884,28547,34035,28080,28796,28524,28820,29497,29289,29163,29966,28785,29693,27064,31863,28121,29810,27227,27527,29650,28465,29596,27269,27072,30598,30504,27439,27253,29139,30378,28618,26429,27730,25704,33753,29607,25964,26813,31344,33217,27068,29475,26611,28612,31201,27952,31236,26057,28374,30361,28449,30677,30383,33336,29751,27276,27749,26646,26100,26741,28819,27038,29955,26292,29412
29503,27697,29280,27014,28696,28978,26956,28949,29574,29587,28808,29762,27384,27580,31865,26592,31144,32346,29115,27403,29121,27709,29684,27452,27441,31335,28778,28186,28804,27711,26538,26469,27137,27182,29863,28896,27063,28639,34120,28106,28807,28608,28958,29499,29305,29168,30069,28880,29723,27067,31908,28207,29923,27334,27609,29683,28471,29629,27375,27117,30621,30582,27487,27303,29226,30379,28712,26477,27762,25732,33901,29609,26034,26834,31380,33346,27138,29522,26647,28739,31217,28044,31315,26063,28387,30412,28469,30744,30402,33416,29847,27411,27888,26737,26167,26843,28824,27112,29959,26306,29437
29542,27701,29301,27053,28807,29044,27084,28973,29632,29606,28837,29787,27424,27643,31891,26655,31246,32462,29129,27426,29141,27718,29691,27570,27481,31340,28885,28524,29088,27730,26550,26469,27191,27234,29938,28968,27129,28745,34151,28153,28819,28690,29044,29524,29307,29242,30105,28971,29798,27092,31988,28319,30040,27410,27663,29721,28497,29655,27410,27134,30651,30624,27495,27544,29258,30404,28818,26506,27807,25772,33943,29644,26108,26848,31440,33464,27258,29578,26704,28870,31228,28155,31415,26080,28402,30422,28670,30767,30504,33501,29904,27552,28000,26832,26235,26947,28845,27190,29980,26337,29461
29570,27770,29349,27100,28876,29090,27143,29204,29658,29606,28879,29809,27483,27656,31917,26698,31384,32523,29151,27460,29152,27724,29747,27650,27514,31386,28947,28775,29354,27885,26558,26491,27251,27277,29965,29007,27153,28837,34156,28175,28822,28699,29059,29554,29334,29304,30105,29033,29875,27115,32015,28439,30113,27427,27919,29764,28540,29689,27483,27191,30670,30714,27536,27713,29300,30452,28887,26607,27927,25815,33953,29683,26146,26857,31453,33625,27365,29623,26745,28999,31267,28266,31493,26080,28440,30428,28811,30782,30595,33556,29930,27722,28041,26842,26235,26950,28873,27253,29991,26356,29496
29823,27795,29389,27183,28928,29100,27159,29375,29663,29641,28912,29841,27549,27680,31924,26699,31553,32629,29244,27503,29198,27735,29845,27731,27533,31453,28986,28849,29518,27987,26601,26509,27338,27324,29971,29035,27190,28895,34220,28254,28842,28711,29059,29575,29355,29381,30121,29034,29922,27146,32039,28470,30160,27519,28136,29837,28567,29690,27549,27220,30760,30806,27665,27803,29334,30511,28910,26728,28115,25857,34022,29784,26157,26879,31455,33774,27522,29646,27041,29138,31323,28332,31577,26103,28473,30461,28894,30833,30638,33570,30028,27863,28043,26848,26249,27009,29093,27309,30020,26402,29510
29978,27826,29413,27230,28999,29116,27188,29517,29677,29651,28914,29882,27637,27728,31938,26725,31784,32700,29299,27768,29283,27765,29875,27775,27563,31717,29080,28863,29670,28008,26605,26511,27376,27333,30030,29101,27204,28901,34256,28327,28846,28766,29091,29624,29412,29421,30186,29062,29950,27205,32061,28504,30165,27586,28228,29904,28633,29874,27658,27254,30856,30871,27698,27825,29353,30578,28964,26829,28294,25888,34039,29918,26201,26987,31477,33850,27586,29670,27217,29275,31326,28391,31588,26118,28505,30476,28913,30893,30714,33644,30118,27982,28092,26853,26293,27011,29256,27381,30033,26456,29531
30064,27836,29461,27315,29070,29138,27221,29605,29680,29688,28952,29937,27710,27729,32026,26733,32003,32721,29384,27956,29392,27795,29926,27793,27583,31880,29161,29248,29744,28048,26658,26541,27383,27360,30096,29158,27228,28914,34301,28436,28883,28798,29163,29631,29486,29437,30308,29068,29985,27261,32102,28560,30214,27670,28279,29935,28698,29962,27683,27257,30912,30903,27719,27854,29383,30643,28986,26913,28486,25971,34055,30045,26253,27042,31495,33884,27633,29706,27294,29424,31331,28461,31686,26172,28542,30596,28979,30982,30732,33694,30174,28050,28148,26904,26396,27085,29349,27465,30064,26480,29564
30104,27838,29494,27381,29167,29149,27260,29667,29866,29706,28995,29952,27733,27756,32076,26758,32154,32738,29474,28055,29506,27830,29939,27800,27629,31942,29222,29524,29789,28048,26721,26577,27459,27374,30148,29231,27255,29150,34322,28549,28936,28820,29264,29681,29801,29453,30431,29083,30042,27332,32203,28650,30268,27707,28344,30066,28812,30117,27728,27271,30961,30930,27770,27889,29437,30695,29052,26941,28659,26044,34071,30132,26361,27128,31536,33928,27633,29775,27301,29523,31335,28538,31774,26256,28618,30730,29083,31030,30747,33708,30268,28093,28259,26911,26512,27240,29404,27539,30146,26587,29600
30124,27890,29530,27443,29288,29152,27279,29699,29928,29746,29006,29999,27741,27761,32091,26779,32208,32743,29573,28083,29614,27870,29943,27820,27722,31962,29248,29688,29847,28058,26825,26596,27556,27451,30157,29267,27278,29338,34403,28600,29017,28879,29318,29738,30058,29457,30525,29090,30061,27416,32310,28741,30339,27741,28572,30223,28858,30199,27791,27292,31014,30979,27862,27910,29488,30706,29087,26954,28762,26085,34096,30140,26520,27170,31537,34006,27656,29875,27311,29715,31378,28597,31797,26304,28672,30873,29226,31069,30788,33737,30348,28192,28323,26937,26663,27322,29454,27566,30202,26598,29600
30134,28024,29637,27522,29374,29177,27415,29715,29930,29798,29050,30036,27784,27787,32151,26822,32236,32808,29663,28116,29645,28003,30009,27875,27781,32047,29298,29755,29895,28070,26942,26779,27606,27476,30300,29271,27347,29376,34436,28637,29035,29004,29324,29777,30227,29554,30672,29143,30091,27429,32397,28776,30426,27798,28639,30325,28864,30258,27849,27320,31045,31042,27866,27971,29577,30751,29144,27069,28837,26086,34160,30156,26683,27283,31541,34104,27714,29933,27347,29908,31455,28630,31824,26386,28754,30963,29312,31122,30820,33750,30385,28324,28386,26964,26751,27350,29473,27587,30244,26638,29633
30164,28106,29709,27529,29483,29218,27476,29729,30079,29846,29149,30081,27788,27827,32243,26834,32406,32842,29700,28173,29665,28170,30095,27919,27820,32162,29336,29869,29954,28488,27093,26899,27624,27592,30377,29302,27428,29412,34448,28670,29278,29094,29477,29811,30296,29558,30819,29195,30113,27449,32408,28796,30531,27911,28672,30331,28872,30277,28003,27362,31065,31129,27874,27983,29713,30825,29196,27132,28851,26095,34240,30221,26775,27363,31559,34146,27748,29954,27412,29985,31572,28660,31842,26478,28826,31026,29461,31191,30995,33828,30403,28414,28501,27036,26762,27393,29492,27618,30255,26721,29672
30175,28134,29781,27553,29551,29239,27517,29835,30212,29894,29185,30204,27788,27840,32286,26852,32508,32889,29752,28305,29669,28435,30175,27945,27832,32339,29363,29990,29985,28810,27304,26931,27672,27720,30440,29327,27429,29485,34461,28673,29411,29172,29568,29859,30398,29628,30896,29290,30123,27454,32460,28901,30573,27969,28741,30356,28893,30290,28181,27401,31123,31217,27982,28017,29728,30937,29204,27298,28853,26137,34373,30308,26830,27393,31607,34168,27778,29977,27466,30034,31664,28723,31854,26544,28853,31102,29574,31241,31070,33922,30480,28447,28584,27064,26769,27438,29496,27673,30335,26832,29815
30210,28197,29822,27585,29554,29302,27605,29880,30213,29898,29286,30316,27811,27841,32312,26866,32510,32913,29789,28437,29696,28639,30266,27985,27876,32512,29384,30107,29989,28982,27507,26951,27728,27792,30447,29384,27436,29505,34652,28698,29412,29209,29574,29887,30448,29747,30968,29305,30190,27456,32471,28951,30610,28016,28851,30395,28934,30322,28356,27421,31178,31266,28045,28071,29766,31010,29220,27466,28860,26179,34565,30329,26885,27400,31673,34213,27814,29985,27480,30041,31752,28766,31873,26559,28875,31211,29694,31296,31091,33952,30517,28453,28736,27126,26802,27709,29558,27738,30379,26869,29921
30247,28257,30092,27590,29561,29361,27696,29904,30281,30085,29452,30480,27845,27889,32320,26953,32536,32917,29904,28547,29775,28788,30315,28012,27915,32632,29398,30253,30033,29058,27642,27035,27773,27842,30473,29453,27455,29564,34822,28725,29596,29257,29579,29939,30534,29854,30976,29335,30293,27491,32483,28973,30657,28036,28960,30416,28989,30323,28503,27450,31211,31311,28085,28163,29824,31061,29255,27550,29164,26237,34714,30361,26956,27419,31720,34267,27848,30005,27504,30062,31797,28786,31962,26595,28939,31285,29762,31298,31141,34000,30569,28496,28823,27211,26836,27961,29672,27836,30400,26913,29950
30269,28368,30299,27606,29575,29377,27722,29924,30409,30240,29552,30674,27850,28070,32382,27005,32537,33020,30046,28693,29864,28892,30319,28054,27956,32671,29413,30358,30041,29096,27689,27136,27802,27880,30476,29506,27485,29620,34915,28745,29608,29271,29588,29987,30554,29908,31030,29475,30383,27546,32510,29008,30724,28076,29043,30438,29051,30329,28644,27469,31340,31334,28127,28175,29896,31156,29296,27561,29365,26241,34829,30389,27027,27425,31822,34290,27968,30034,27504,30150,31812,28829,31976,26675,29036,31317,29839,31303,31251,34075,30589,28538,28930,27218,26880,28170,29759,27922,30486,27031,29988
30285,28458,30435,27807,29576,29415,27729,30169,30525,30321,29584,30841,27898,28197,32472,27072,32585,33121,30178,28742,29976,28967,30319,28095,27978,32715,29442,30453,30077,29103,27695,27222,27817,27908,30502,29535,27545,29658,34978,28880,29712,29300,29592,30071,30576,29916,31073,29634,30451,27586,32576,29122,30841,28084,29113,30460,29053,30345,28742,27474,31453,31357,28140,28179,29918,31176,29316,27607,29471,26305,34853,30425,27043,27441,31893,34493,28049,30037,27522,30281,31833,28885,32000,26763,29085,31327,29911,31336,31363,34165,30604,28570,29023,27264,26925,28286,29833,28019,30531,27088,29993
30320,28514,30522,27814,29603,29455,27779,30240,30580,30356,29633,31025,27953,28329,32524,27087,32663,33204,30332,28756,30060,29078,30345,28170,28027,32739,29484,30510,30181,29417,27769,27406,27948,27979,30549,29565,27560,29702,35064,28947,29889,29338,29619,30245,30594,30077,31106,29791,30501,27589,32605,29152,30942,28108,29161,30464,29070,30400,28875,27539,31505,31374,28164,28222,29997,31197,29349,27713,29507,26322,34870,30449,27049,27514,32019,34911,28099,30040,27529,30393,31857,28907,32002,26861,29130,31353,29920,31383,31403,34216,30605,28625,29068,27354,26991,28393,29901,28099,30539,27113,30032
30382,28582,30529,27830,29626,29480,27786,30294,30627,30377,29660,31104,28008,28412,32589,27125,32741,33242,30493,28763,30135,29205,30355,28242,28036,32867,29542,30512,30315,29646,27856,27499,28060,28225,30628,29586,27585,29712,35156,29013,29965,29376,29644,30442,30736,30130,31154,29897,30537,27644,32863,29158,30943,28123,29206,30473,29116,30463,28940,27607,31509,31378,28180,28326,30143,31267,29364,27826,29514,26369,34901,30452,27103,27550,32077,35133,28150,30048,27751,30519,31863,28927,32094,26949,29185,31613,29923,31512,31432,34223,30606,28885,29116,27403,27021,28516,29957,28125,30549,27158,30064
30457,28668,30571,27837,29665,29490,27827,30361,30657,30418,29704,31160,28066,28469,32593,27308,32826,33247,30679,28821,30154,29295,30417,28298,28071,32959,29601,30520,30426,29780,27962,27539,28186,28346,30705,29636,27658,29809,35190,29030,30015,29469,29700,30632,30897,30194,31212,29981,30630,27689,32980,29174,30948,28461,29340,30520,29132,30574,29062,27636,31535,31389,28252,28385,30261,31428,29428,27971,29521,26377,34934,30529,27165,27575,32113,35295,28264,30113,27965,30583,31893,28993,32144,27080,29252,31734,29936,31635,31528,34225,30628,29032,29132,27442,27081,28688,30003,28148,30565,27213,30078
30464,28769,30624,27874,29769,29552,27846,30420,30677,30491,29774,31207,28078,28527,32639,27398,32845,33256,30860,28950,30186,29316,30452,28310,28107,33067,29617,30576,30462,29853,28046,27572,28260,28385,30745,29650,27760,29856,35246,29062,30038,29622,29783,30668,31058,30196,31325,29984,30764,27741,33045,29221,30986,28671,29428,30549,29190,30668,29171,27696,31577,31393,28299,28436,30372,31644,29436,28086,29534,26443,35032,30582,27216,27615,32128,35410,28324,30171,28060,30650,31924,29057,32171,27202,29325,31760,29991,31735,31589,34277,30651,29164,29183,27470,27087,28877,30041,28160,30632,27228,30084
30481,28836,30660,27887,29921,29625,27891,30444,30682,30626,29861,31209,28088,28530,32656,27517,32871,33305,30970,29078,30213,29371,30476,28336,28261,33069,29633,30603,30465,29863,28123,27597,28370,28402,30750,29710,27761,29858,35270,29124,30071,29780,29889,30699,31165,30208,31442,30010,30898,27769,33109,29228,31027,28769,29496,30563,29292,30742,29244,27818,31639,31423,28411,28463,30446,31845,29438,28141,29544,26539,35104,30608,27270,27637,32203,35564,28349,30269,28126,30754,31962,29120,32189,27276,29405,31770,30052,31805,31621,34319,30691,29225,29268,27486,27112,29056,30067,28179,30719,27294,30135
30541,28872,30724,27938,30068,29653,27906,30492,30736,30741,29933,31216,28113,28537,32671,27602,32931,33380,31024,29234,30282,29421,30482,28377,28361,33100,29634,30731,30485,29876,28197,27612,28501,28426,30785,29797,27809,29867,35326,29131,30112,29925,29950,30740,31306,30270,31531,30013,31060,27785,33181,29276,31090,28807,29497,30564,29378,30815,29286,27963,31639,31497,28485,28744,30489,32006,29449,28155,29547,26679,35180,30640,27291,27650,32258,35716,28414,30339,28225,30799,31967,29227,32279,27299,29464,31811,30140,31826,31624,34339,30738,29296,29383,27506,27122,29232,30072,28252,30795,27355,30261
30547,29107,30810,28021,30165,29687,27927,30538,30763,30753,29945,31238,28195,28582,32708,27642,32942,33484,31072,29370,30381,29422,30522,28430,28361,33180,29690,30875,30510,29895,28254,27662,28548,28476,30814,29872,27858,30148,35396,29151,30145,30026,29992,30804,31496,30306,31657,30089,31197,27805,33308,29389,31151,28840,29523,30640,29394,30844,29400,28100,31660,31621,28524,28947,30532,32099,29461,28193,29560,26875,35372,30721,27324,27978,32259,35815,28439,30437,28347,30887,31970,29263,32348,27395,29540,31944,30218,31828,31628,34347,30848,29367,29560,27537,27122,29330,30150,28327,30829,27394,30377
30558,29333,30969,28110,30203,29696,27943,30572,30769,30798,29977,31275,28279,28583,32755,27664,32945,33521,31151,29508,30421,29489,30573,28453,28434,33318,29748,30894,30542,29903,28261,27745,28584,28581,30855,29882,27924,30318,35479,29176,30160,30073,30036,30825,31657,30326,31756,30129,31313,27816,33398,29582,31200,28852,29540,30749,29407,30894,29473,28263,31713,31687,28563,28999,30566,32186,29525,28307,29628,27050,35484,30794,27369,28142,32337,35848,28442,30583,28462,30951,31976,29292,32390,27426,29889,32028,30292,31845,31636,34396,30871,29449,29735,27577,27161,29463,30220,28431,30837,27517,30483
30569,29530,31160,28265,30238,29773,27984,30670,30817,30799,30018,31365,28344,28621,32808,27709,32967,33546,31265,29615,30573,29595,30609,28456,28537,33365,29906,30942,30567,29927,28277,27834,28636,28734,30876,29964,27932,30430,35541,29184,30242,30162,30112,30835,31746,30361,31831,30205,31394,27821,33403,29731,31394,28873,29580,30785,29466,30934,29495,28434,31762,31695,28604,29026,30586,32269,29697,28347,29703,27156,35568,30881,27446,28245,32390,35905,28503,30712,28539,30992,32111,29460,32459,27436,30134,32118,30425,31896,31661,34402,30874,29559,29884,27666,27227,29578,30318,28560,30888,27634,30505
30598,29751,31332,28368,30257,29780,27995,30748,30890,30832,30069,31504,28390,28709,32892,27747,32971,33664,31334,29716,30640,29666,30657,28473,28635,33376,30009,31025,30651,29965,28300,27889,28681,28927,30894,30073,27933,30490,35554,29240,30356,30296,30365,30871,31788,30393,31866,30251,31476,27831,33403,29881,31578,29074,29678,30856,29521,30942,29505,28559,31772,31753,28616,29175,30633,32358,29919,28366,29727,27242,35650,30947,27526,28261,32461,35982,28602,30828,28675,30993,32213,29611,32513,27457,30261,32189,30551,31926,31744,34406,30883,29608,29985,27781,27350,29614,30404,28687,30935,27697,30812
